tenure,monthly_charges,total_charges,senior_citizen,churn
43,101.00,4388.40,t,t
4,100.20,420.20,f,t
25,89.05,2177.45,t,t
51,78.65,3950.85,f,f
12,74.75,827.05,f,f
57,70.10,3913.30,f,t
24,19.90,533.50,f,f
64,58.35,3756.45,f,f
4,105.65,443.90,f,t
26,100.50,2599.95,f,f
15,20.05,284.30,f,f
64,25.65,1740.80,t,f
36,96.50,3436.10,t,t
27,95.00,2462.55,f,f
1,70.85,70.85,t,t
35,85.95,3110.10,f,t
4,73.90,280.85,f,t
8,45.45,411.75,f,f
10,20.00,198.60,f,f
2,49.20,103.70,f,f
58,109.45,6144.55,f,t
51,83.25,4089.45,f,f
46,19.25,864.20,f,f
1,19.65,19.65,f,f
46,72.80,3249.40,f,f
50,109.65,5405.80,f,f
53,65.00,3363.80,f,f
61,114.10,7132.15,f,f
5,20.65,93.55,f,f
47,86.95,4138.90,f,f
54,94.75,5121.75,f,f
19,25.35,566.10,f,f
26,105.45,2715.30,f,f
70,25.40,1782.05,f,f
17,102.55,1742.50,f,f
30,100.20,2983.80,f,t
1,24.00,24.00,f,f
19,25.60,485.90,f,f
26,73.50,1905.70,f,f
21,74.05,1565.70,f,t
50,98.25,4858.70,f,f
68,54.40,3723.65,f,f
3,101.55,298.35,f,t
9,103.10,970.45,f,f
51,34.20,1782.00,f,f
9,43.75,405.70,f,f
41,111.95,4534.90,t,t
22,100.65,2415.95,f,f
21,55.95,1157.05,f,t
71,116.05,8297.50,f,f
1,45.75,45.75,f,t
26,82.00,2083.10,f,f
71,65.15,4681.75,f,f
4,44.80,176.20,f,f
12,79.80,1001.20,f,f
18,88.85,1594.75,f,f
3,74.95,212.40,f,f
72,106.85,7677.40,t,f
11,74.95,815.50,f,t
1,80.15,80.15,f,t
13,19.30,259.65,f,f
72,109.25,8109.80,f,t
42,56.10,2386.85,f,f
17,19.70,340.35,f,f
7,51.30,419.35,t,f
68,118.60,7990.05,f,f
56,24.15,1402.25,f,f
38,20.30,749.35,f,f
72,115.50,8425.15,f,f
48,25.05,1171.50,f,f
52,109.10,5647.95,t,f
35,19.65,708.80,f,f
67,111.30,7567.20,f,f
1,29.90,29.90,f,f
53,80.60,4348.10,f,f
34,20.80,635.90,f,f
3,35.20,108.95,f,t
1,78.80,78.80,f,t
19,89.95,1682.40,f,f
60,116.05,6925.90,t,f
11,19.55,223.15,f,f
47,106.40,5127.95,f,t
18,49.40,874.80,f,t
60,115.25,6758.45,f,f
72,24.80,1874.30,f,f
39,19.90,791.15,f,f
59,81.25,4639.45,f,f
2,69.95,143.90,f,f
1,69.10,69.10,t,t
20,90.20,1776.55,f,t
6,93.55,536.40,f,t
71,86.40,6172.00,f,f
24,66.30,1559.45,f,f
67,94.65,6079.00,t,f
1,80.85,80.85,f,t
48,82.05,4029.95,f,t
37,72.10,2658.40,f,f
11,34.70,383.55,f,f
3,20.55,51.15,f,t
18,95.95,1745.50,f,f
50,44.80,2230.85,f,f
67,109.40,7281.60,f,f
25,71.05,1837.70,f,f
2,78.55,149.55,t,t
9,19.70,180.70,f,f
10,40.25,411.45,f,f
70,19.85,1328.35,f,f
9,68.25,576.95,f,f
4,20.15,68.45,f,f
2,50.95,123.05,f,f
1,78.65,78.65,f,t
19,25.15,468.35,f,f
7,20.25,174.70,f,f
1,42.90,42.90,f,t
1,44.00,44.00,t,f
9,20.25,172.35,f,f
3,34.25,139.35,f,t
9,58.50,539.85,f,t
5,55.80,300.40,f,f
56,88.90,4968.00,f,f
18,57.65,992.70,f,f
49,96.20,4718.25,t,t
70,79.15,5536.50,f,f
72,108.05,7806.60,f,f
6,74.40,434.10,t,t
17,94.80,1563.90,t,f
29,45.90,1332.40,f,f
6,105.30,545.20,f,t
63,102.60,6296.75,f,f
16,73.85,1284.20,f,t
59,61.35,3645.50,f,f
3,57.55,161.45,f,f
8,29.25,226.95,f,f
7,84.55,646.85,t,t
68,19.60,1441.65,f,f
68,111.75,7511.30,f,f
52,106.50,5621.85,t,f
72,107.70,7919.80,f,f
32,19.30,593.20,f,f
72,20.05,1423.65,f,f
1,69.95,69.95,f,f
42,63.70,2763.35,f,f
25,24.75,692.10,f,t
45,50.90,2298.55,f,f
43,60.40,2640.55,f,f
37,79.25,2911.80,f,f
20,85.80,1727.50,t,t
4,24.45,86.60,f,t
63,110.10,6705.70,f,f
3,90.70,237.65,f,f
66,25.30,1672.35,f,f
28,105.70,2979.50,f,t
8,85.20,695.75,t,f
71,24.35,1654.60,f,f
1,24.25,24.25,f,t
72,25.10,1857.85,f,f
16,54.55,825.10,t,f
66,96.60,6424.25,f,f
11,76.50,837.95,f,t
51,81.15,4126.20,f,f
8,38.50,330.80,f,f
14,92.90,1337.45,f,f
4,93.50,362.20,f,t
70,84.70,5991.05,f,f
70,66.00,4891.50,f,f
54,101.50,5373.10,t,t
28,74.90,2068.55,f,t
24,20.75,487.05,f,f
69,61.45,4131.20,f,f
42,54.50,2301.15,f,f
2,69.60,131.65,t,t
39,99.75,4036.00,t,f
45,109.75,4900.65,f,f
72,80.85,5727.45,f,f
38,20.30,743.05,f,f
72,67.80,4804.65,f,f
1,24.05,24.05,f,t
72,19.80,1414.65,f,f
55,25.70,1443.65,f,f
51,56.15,2898.95,f,f
63,86.70,5309.50,f,f
1,20.40,20.40,f,f
23,19.65,451.55,f,f
1,50.55,50.55,f,t
2,54.35,117.05,f,f
52,108.10,5839.30,t,f
36,54.45,1893.50,f,f
1,45.35,45.35,f,f
28,59.00,1654.45,f,f
7,69.45,477.05,f,f
14,100.55,1415.55,f,t
72,64.95,4546.00,t,f
1,20.50,20.50,f,t
10,18.85,163.20,f,f
42,19.80,849.90,f,f
7,25.05,189.95,f,f
4,74.80,321.90,f,t
72,114.30,8058.55,f,f
20,24.45,482.80,f,t
63,109.20,7049.75,f,f
56,45.05,2560.10,f,f
5,51.00,286.80,f,f
72,110.45,7982.50,f,f
68,84.65,5683.60,t,f
67,60.05,3994.05,f,f
8,44.65,369.15,f,f
52,93.25,4631.70,f,f
18,20.25,401.95,f,f
59,25.45,1534.05,f,f
60,20.60,1093.00,f,f
7,94.10,701.30,f,f
59,34.80,1980.30,f,f
46,60.75,2893.40,f,f
5,51.35,262.30,f,f
59,64.05,3886.85,t,f
70,84.80,5917.55,f,f
14,71.00,914.00,f,t
44,50.15,2139.10,f,f
64,94.60,5948.70,f,f
58,59.75,3624.35,f,f
46,100.25,4753.85,t,f
58,98.90,5780.70,t,f
72,97.70,6869.70,f,f
30,40.30,1172.95,t,t
11,60.25,662.95,t,f
34,56.25,1765.95,t,f
54,46.20,2431.95,f,f
3,50.60,155.35,f,t
72,24.90,1859.20,f,f
40,84.85,3303.05,f,t
2,65.70,134.35,f,t
54,63.35,3409.10,f,f
14,50.10,709.50,f,f
1,70.50,70.50,f,t
10,94.85,953.45,f,t
1,50.15,50.15,f,f
1,19.75,19.75,f,t
56,64.65,3665.55,f,f
68,79.60,5515.80,f,f
14,19.50,272.00,f,f
68,99.55,6668.00,f,f
55,74.00,4052.40,t,f
16,38.90,664.40,f,f
9,79.55,718.55,t,f
14,65.45,937.60,f,t
58,98.70,5812.60,t,t
53,46.30,2546.85,f,f
70,99.35,6944.50,f,f
14,95.80,1346.30,t,f
22,67.50,1544.05,f,t
10,78.15,765.15,f,f
29,26.10,692.55,f,f
1,69.60,69.60,f,t
49,84.35,4059.35,f,t
68,100.20,6851.65,t,t
1,78.05,78.05,f,t
30,40.35,1187.05,f,f
72,79.20,5401.90,f,f
10,20.90,247.00,f,f
7,73.60,520.00,f,t
9,74.75,706.60,f,t
1,49.90,49.90,f,f
20,68.90,1370.35,f,f
1,20.25,20.25,f,f
29,76.00,2215.25,f,f
1,74.00,74.00,f,f
3,82.30,214.40,f,f
20,89.40,1871.15,f,f
64,99.15,6171.20,f,f
1,20.20,20.20,f,t
6,29.45,161.45,f,f
50,19.80,1013.20,f,f
6,59.15,336.70,f,f
7,44.75,333.65,f,f
72,90.80,6511.80,f,f
8,49.55,393.45,f,f
67,106.70,7009.50,f,f
24,93.55,2264.05,t,t
72,94.45,6921.70,f,f
33,19.45,600.25,f,f
2,25.05,56.35,f,t
70,67.95,4664.15,f,f
22,65.25,1441.80,f,f
59,99.45,5623.70,f,f
36,20.35,695.85,f,f
51,19.95,1028.75,f,f
53,77.40,4155.95,f,f
20,19.70,395.60,f,f
63,99.70,6330.40,f,f
40,74.80,2971.70,f,f
35,19.15,638.00,f,f
26,78.95,2034.25,f,f
27,95.55,2510.20,t,t
53,62.85,3419.50,f,f
34,71.55,2427.35,t,f
19,94.95,1760.25,t,f
43,86.10,3551.65,f,f
6,19.55,122.90,f,f
56,24.80,1424.20,f,f
57,39.30,2111.45,f,t
34,84.05,2909.95,f,f
10,36.25,374.00,f,f
1,20.25,20.25,f,t
13,23.90,300.80,f,t
56,98.60,5581.05,f,f
55,103.65,5676.65,f,f
36,92.90,3379.25,f,f
47,19.90,942.95,f,f
12,20.10,232.40,f,f
1,85.45,85.45,f,t
24,80.50,2088.45,t,f
63,99.90,6137.00,f,t
35,39.85,1434.60,t,f
67,60.50,3870.00,f,f
25,84.80,2043.45,f,t
21,103.85,2215.00,f,f
13,67.80,842.25,f,f
35,75.20,2576.20,f,t
71,24.85,1901.00,t,f
29,19.35,601.60,f,f
71,49.35,3515.25,f,t
7,89.00,605.45,t,f
57,55.00,3094.05,t,f
65,76.15,4929.55,f,f
27,20.30,595.05,f,f
6,74.90,469.80,f,t
72,117.35,8436.25,t,f
1,19.75,19.75,f,f
11,45.20,492.00,f,f
39,25.20,987.95,f,f
59,89.75,5496.90,t,f
26,75.00,1908.35,f,f
2,49.95,107.10,t,f
72,65.70,4575.35,f,f
65,67.05,4309.55,f,f
72,110.90,7922.75,f,f
6,87.95,522.35,f,f
32,19.80,587.70,t,f
50,75.70,3876.20,f,f
61,62.15,3778.85,f,f
15,101.25,1457.25,f,t
72,115.15,8349.45,f,f
9,18.95,185.60,f,t
1,19.50,19.50,f,f
12,86.55,1066.90,f,f
37,28.60,973.55,f,t
61,20.40,1226.45,f,f
18,19.80,342.30,f,f
21,45.65,985.05,f,f
68,56.40,3948.45,f,f
12,73.30,828.05,t,f
2,24.35,41.85,t,t
62,101.35,6164.70,f,f
29,98.65,2862.75,t,t
1,33.60,33.60,f,f
5,79.90,343.95,t,t
1,20.70,20.70,f,f
62,104.05,6590.50,f,f
36,20.25,717.95,f,f
28,103.30,2890.65,t,t
69,73.70,4885.85,f,f
11,96.20,1222.05,f,t
63,108.75,6871.70,f,f
23,20.15,405.60,f,f
10,19.75,208.25,f,f
71,25.95,1801.90,f,f
45,70.05,3062.45,t,f
70,24.05,1764.75,f,f
22,84.75,1816.75,f,f
52,23.05,1255.10,f,f
55,104.15,5743.05,f,t
65,59.95,3921.10,f,f
72,19.55,1463.45,f,f
10,19.60,189.45,f,f
7,20.05,96.80,f,f
5,85.55,408.50,t,f
24,78.60,1846.65,f,f
72,116.80,8456.75,f,f
21,43.55,1011.50,f,f
69,60.80,4263.40,f,f
44,54.90,2549.10,f,f
61,65.20,3965.05,t,f
24,102.95,2496.70,t,t
1,90.60,90.60,f,t
6,50.80,288.05,f,t
4,90.05,368.10,f,t
72,108.20,7840.60,f,f
72,92.00,6632.75,f,f
14,75.10,1013.35,t,f
7,25.05,152.95,f,f
48,75.15,3772.65,f,f
55,19.50,1026.35,f,f
1,19.30,19.30,f,f
45,112.20,5031.85,f,f
3,70.30,220.40,f,f
71,19.60,1416.50,f,f
8,20.25,158.35,f,f
3,75.85,256.60,f,t
69,80.65,5542.55,f,f
1,68.50,68.50,f,t
72,115.75,8443.70,t,f
11,73.50,791.75,f,t
71,80.60,5708.20,f,f
1,69.95,69.95,f,t
33,59.55,2016.30,f,f
16,19.05,326.65,f,f
56,95.65,5471.75,t,f
1,19.95,19.95,f,f
5,70.05,346.40,f,t
57,19.40,1061.60,f,f
56,36.10,1971.50,f,f
8,94.00,773.65,f,t
22,61.15,1422.05,f,t
1,19.75,19.75,f,f
40,64.10,2460.35,f,f
46,19.75,856.50,f,f
63,19.70,1275.85,f,f
68,110.20,7467.50,f,f
69,106.35,7261.75,f,f
56,90.55,5116.60,f,f
10,65.90,660.05,f,f
63,104.50,6590.80,f,f
24,52.50,1208.15,f,f
19,56.10,1033.90,f,f
22,88.75,1885.15,f,f
29,84.45,2467.10,f,t
13,75.30,989.45,f,t
70,26.00,2006.95,f,f
49,99.40,5025.00,f,f
43,109.55,4830.25,t,t
3,19.60,59.75,f,t
42,73.15,3088.25,f,f
57,54.65,3134.70,f,f
2,66.40,94.55,t,t
72,115.55,8312.40,f,f
46,104.45,4863.85,t,f
66,100.05,6871.90,t,t
62,102.00,6529.25,f,t
72,91.15,6637.90,f,f
35,89.70,3165.60,f,f
17,90.20,1454.15,f,t
72,92.40,6786.10,f,f
28,19.90,543.00,f,f
56,25.15,1327.15,f,t
31,79.85,2404.15,f,t
45,18.85,867.30,f,f
1,25.75,25.75,f,f
2,49.60,114.70,f,t
6,20.95,109.50,f,f
48,97.05,4692.95,f,f
25,25.40,546.85,f,f
64,19.70,1274.05,f,f
50,35.00,1782.40,f,f
52,101.25,5301.10,f,f
4,70.20,280.35,t,f
32,90.95,2897.95,t,f
45,73.85,3371.00,f,f
9,88.05,801.30,f,f
66,105.95,6975.25,t,t
3,91.85,257.05,f,t
54,20.10,1079.45,f,f
1,40.10,40.10,f,t
64,110.30,6997.30,f,f
31,73.90,2217.15,t,t
14,89.80,1129.10,f,t
12,85.15,979.05,f,f
67,60.95,4119.40,t,f
35,72.25,2568.55,f,t
45,73.55,3349.10,f,f
10,46.00,492.10,f,f
29,58.55,1718.95,t,f
24,24.60,605.25,f,f
66,19.75,1344.50,f,f
51,86.35,4267.15,f,f
45,25.50,1121.05,f,f
49,19.00,918.70,f,f
29,19.55,521.80,f,f
40,110.10,4469.10,f,f
37,96.55,3580.30,t,t
25,69.75,1729.35,f,f
22,50.60,1073.30,f,f
72,65.60,4566.50,f,f
7,40.10,293.30,f,t
33,82.10,2603.10,f,f
23,79.10,1783.75,f,f
24,101.25,2440.15,t,t
1,79.55,79.55,f,t
69,90.65,6322.10,f,f
3,20.55,57.40,f,f
56,75.75,4284.65,f,f
65,110.00,7138.65,f,f
71,20.85,1539.75,f,f
14,80.35,1058.10,t,f
2,70.15,123.80,f,f
32,84.05,2781.85,f,t
40,67.45,2731.00,f,f
1,20.75,20.75,f,f
1,89.10,89.10,f,t
7,69.90,497.30,f,f
15,51.10,711.15,f,f
17,94.40,1607.20,f,t
19,78.25,1490.95,f,t
71,25.55,1898.10,f,f
54,60.00,3273.95,f,f
31,90.55,2929.75,f,f
11,76.40,838.70,f,f
18,84.95,1443.65,t,f
72,110.10,7746.70,t,f
71,99.65,6951.15,t,f
5,45.40,214.75,t,f
38,69.00,2669.45,f,f
5,48.65,235.20,f,f
2,44.15,92.65,t,t
52,59.85,3103.25,t,f
8,75.75,606.25,t,t
68,80.65,5330.20,f,f
69,20.55,1403.10,f,f
42,66.40,2727.80,f,f
50,100.20,5038.45,f,f
1,19.10,19.10,f,t
1,80.30,80.30,t,t
33,44.55,1462.60,f,f
7,20.35,150.60,f,f
64,91.80,5960.50,f,f
1,74.90,74.90,f,t
59,20.20,1192.30,f,f
6,50.35,314.55,f,f
3,18.80,56.00,f,f
15,20.45,330.80,f,f
13,64.75,877.35,f,f
23,98.70,2249.10,f,f
31,89.45,2807.65,t,f
29,58.75,1696.20,f,f
49,20.70,1032.05,f,f
56,85.60,4902.80,f,f
63,80.30,4995.35,f,f
63,79.80,5034.05,f,f
24,79.85,1857.75,t,f
36,54.10,1992.85,t,f
9,80.85,751.65,t,t
3,24.75,66.95,f,t
21,80.90,1714.95,f,f
13,24.50,343.60,f,f
1,20.15,20.15,f,f
25,20.05,520.10,f,f
71,19.60,1387.45,f,f
66,114.30,7383.70,f,f
45,100.30,4483.95,f,f
22,80.00,1706.45,f,f
67,20.85,1327.40,f,f
68,89.95,5974.30,f,f
0,20.00,0.00,f,f
49,90.85,4515.85,t,t
4,48.75,179.85,t,f
63,80.00,5040.20,f,f
2,79.70,165.00,f,t
21,20.35,422.70,f,f
55,57.55,3046.40,f,t
1,20.25,20.25,f,f
17,19.40,358.05,f,f
30,100.40,2936.25,f,f
22,57.95,1271.80,f,f
9,59.50,530.05,f,f
1,19.20,19.20,f,f
21,86.50,1808.70,f,t
19,59.55,1144.60,f,f
69,103.95,7446.90,f,t
1,25.10,25.10,t,t
72,103.95,7556.90,f,f
70,68.95,4858.70,f,f
66,103.10,6595.00,f,f
7,24.70,149.05,f,f
46,110.20,4972.10,t,f
39,48.95,1880.85,f,t
32,62.45,2045.55,f,f
24,89.55,2187.15,f,f
6,83.55,477.55,f,t
37,78.90,2976.95,f,f
8,20.35,178.70,f,f
72,71.45,5025.85,f,f
71,46.35,3353.40,t,f
16,94.65,1461.15,f,f
57,49.90,2782.40,f,f
66,25.45,1699.15,f,f
17,89.15,1496.90,t,t
21,20.75,452.20,f,f
66,66.10,4428.45,f,f
17,75.40,1322.55,f,f
1,70.45,70.45,f,t
58,60.30,3563.80,f,t
8,21.05,139.75,f,f
27,69.35,1927.30,f,f
34,88.85,3000.25,f,f
30,97.00,3021.30,f,f
33,66.40,2245.40,f,f
1,24.75,24.75,f,t
14,69.20,944.65,f,f
16,79.50,1264.20,f,f
49,100.65,4917.75,f,f
19,103.30,2012.70,f,t
70,79.70,5743.30,f,f
32,61.40,1864.65,f,f
18,69.80,1221.65,f,f
37,40.55,1390.85,f,f
4,75.65,302.35,f,f
16,90.70,1374.90,f,f
17,80.50,1336.90,f,f
19,60.60,1297.80,f,f
60,101.15,6067.40,f,f
51,24.95,1222.25,f,f
28,20.30,487.95,f,f
43,60.00,2548.55,f,f
42,20.25,835.50,f,f
3,78.50,242.05,f,t
1,44.75,44.75,f,f
3,19.85,63.75,f,t
63,98.00,6218.45,f,f
3,79.90,260.90,t,t
68,107.70,7320.90,f,f
30,99.70,2967.35,t,t
60,104.70,6333.80,f,f
15,58.60,939.70,f,t
45,93.90,4200.25,t,f
70,86.45,5950.20,f,f
10,98.50,1037.75,f,t
4,19.40,93.40,f,f
1,50.45,50.45,f,t
68,24.95,1614.90,f,f
22,75.00,1573.95,f,f
38,94.65,3624.30,f,t
1,100.25,100.25,f,t
18,78.20,1468.75,f,f
29,94.20,2607.60,f,f
16,88.45,1422.10,f,t
1,69.85,69.85,f,t
12,81.70,858.60,f,t
31,50.05,1523.40,f,f
4,79.90,324.30,f,t
48,69.55,3435.60,f,f
15,25.40,399.60,f,t
50,90.10,4549.45,f,f
7,44.65,322.50,f,f
41,83.75,3273.55,t,t
68,80.35,5375.15,f,f
26,98.10,2510.70,t,f
57,53.35,3090.05,f,f
3,19.55,61.05,f,f
1,20.90,20.90,f,t
19,48.95,955.60,f,f
3,54.20,140.40,f,f
59,24.45,1493.10,f,f
1,69.40,69.40,f,t
42,40.15,1626.05,f,f
7,74.90,541.15,f,t
67,25.60,1784.90,f,f
1,70.35,70.35,f,f
66,91.70,6075.90,f,f
61,89.20,5500.60,f,f
4,24.10,73.10,f,f
42,74.15,3229.40,t,t
64,53.85,3399.85,f,f
54,115.60,6431.05,t,f
1,19.75,19.75,f,f
54,24.05,1230.90,f,f
18,25.30,454.65,f,f
3,84.30,235.05,f,f
1,70.10,70.10,f,t
72,89.75,6595.90,f,f
60,97.95,5867.00,t,f
11,20.00,196.35,f,f
12,78.30,909.25,f,t
61,103.90,6449.15,f,f
39,20.70,762.45,f,f
55,96.80,5283.95,f,t
17,94.40,1617.50,f,t
37,20.15,785.75,f,f
72,26.00,1776.00,f,f
72,77.35,5396.25,t,f
8,66.05,574.50,f,f
22,19.90,400.30,f,f
1,84.30,84.30,f,t
38,68.15,2656.30,f,f
17,80.85,1445.95,f,f
70,75.50,5212.65,t,f
72,92.45,6440.25,t,t
28,80.60,2244.95,f,f
15,83.20,1130.00,f,f
72,87.55,6463.15,f,f
11,99.55,1131.20,t,t
8,81.25,585.95,t,t
57,109.40,6252.70,f,f
1,19.95,19.95,f,t
46,45.55,2062.15,f,f
30,20.70,587.10,f,f
10,75.30,720.45,t,f
23,99.25,2186.40,f,t
32,93.40,2979.30,f,f
13,73.75,956.65,f,f
39,80.45,3201.55,f,t
44,88.15,3973.20,f,f
9,49.20,447.90,t,f
67,19.65,1335.20,f,f
9,79.35,661.25,f,t
15,79.75,1111.85,f,t
71,105.15,7555.00,f,f
1,49.00,49.00,f,f
30,100.05,3046.15,f,t
1,69.35,69.35,f,t
17,49.80,836.35,f,f
3,85.80,272.20,f,t
67,79.70,5293.40,f,t
1,20.95,20.95,f,f
1,50.55,50.55,t,t
32,79.30,2570.00,t,f
41,19.50,798.20,f,f
1,80.55,80.55,f,t
1,44.15,44.15,f,f
12,84.50,916.90,f,t
62,105.50,6487.20,f,f
22,84.30,1855.65,f,t
17,92.70,1556.85,f,f
72,26.25,1988.05,f,f
56,96.95,5432.20,f,f
9,20.45,147.55,f,f
72,115.80,8424.90,f,f
20,108.20,2203.70,f,f
19,20.20,387.40,f,f
2,67.75,116.65,f,t
53,54.90,3045.75,f,f
27,85.25,2287.25,t,t
6,20.15,130.50,f,f
9,90.35,767.90,f,f
8,55.75,446.80,f,f
71,114.60,8100.25,f,f
10,80.05,830.70,f,t
1,20.00,20.00,f,t
71,66.80,4689.15,f,f
68,100.30,6754.35,f,f
34,105.35,3540.65,f,f
26,85.20,2184.60,f,f
22,48.80,1054.60,f,t
7,18.95,130.55,f,f
20,69.80,1540.35,f,f
60,106.15,6411.25,f,f
72,20.55,1432.55,f,f
72,105.75,7629.85,t,f
4,25.25,101.90,f,f
16,19.75,313.40,f,f
62,104.85,6312.90,t,f
10,60.95,629.55,f,f
31,81.15,2640.55,f,f
71,19.10,1372.45,f,f
58,20.80,1212.25,f,f
70,90.15,6237.05,f,f
71,90.10,6310.90,f,f
69,74.10,5031.00,t,f
1,85.05,85.05,t,t
72,118.75,8672.45,f,f
26,85.90,2196.45,f,f
33,95.00,3008.15,f,f
10,20.15,220.80,f,f
57,101.30,5779.60,t,f
10,21.20,222.65,f,f
39,24.20,914.60,f,f
11,20.30,246.30,f,f
21,102.80,2110.15,f,t
68,85.30,5560.00,f,f
18,89.60,1633.00,f,f
6,99.95,547.65,f,t
18,56.25,969.85,f,f
52,50.95,2610.65,f,f
56,115.85,6567.90,f,f
45,103.65,4747.85,f,f
67,26.10,1759.55,f,f
3,35.10,101.10,f,f
65,99.10,6496.15,t,f
63,67.25,4234.15,f,f
11,25.00,300.70,f,f
1,59.55,59.55,f,f
55,77.80,4323.35,f,f
25,55.10,1466.10,f,f
72,117.80,8684.80,f,t
72,24.15,1776.45,f,f
65,45.25,2933.95,f,f
54,79.50,4370.25,t,t
7,20.25,144.35,f,f
72,64.75,4804.75,f,f
21,54.60,1125.20,f,f
2,20.70,39.85,f,f
4,94.75,422.40,t,f
3,79.65,251.75,f,t
72,115.80,8332.15,f,f
6,49.45,314.60,f,f
52,83.80,4331.40,f,f
69,95.35,6382.00,t,f
8,94.70,740.30,f,t
8,74.05,600.15,t,f
63,89.60,5538.80,t,f
60,116.60,7049.50,f,f
12,54.20,690.50,f,f
13,19.30,279.30,f,f
22,65.05,1427.55,f,f
5,92.50,452.70,f,t
1,19.45,19.45,f,t
72,24.05,1709.15,f,f
2,18.75,53.15,f,f
40,20.15,777.35,f,f
44,20.00,860.85,f,f
71,71.00,5012.10,t,f
2,75.55,166.30,f,t
26,93.60,2404.10,t,f
1,70.00,70.00,f,t
1,24.40,24.40,f,f
65,74.80,4820.15,f,t
3,65.25,209.90,f,f
13,50.55,610.75,f,f
33,104.40,3409.60,f,t
1,70.70,70.70,f,f
4,45.25,155.35,f,f
2,70.30,144.00,f,f
72,108.95,7875.00,f,f
37,26.45,911.60,f,f
15,86.20,1270.20,f,t
23,19.65,478.10,f,f
30,51.20,1561.50,f,t
42,19.05,761.85,f,f
32,74.75,2282.95,f,f
6,45.50,285.20,f,f
22,75.80,1615.10,f,f
42,25.10,1097.15,f,f
8,44.45,369.30,f,f
65,104.30,6725.30,f,f
2,19.50,31.55,f,t
70,89.00,6293.20,f,f
22,20.15,432.50,f,f
4,74.90,321.75,t,t
2,74.90,147.15,f,t
67,36.15,2434.45,f,f
25,19.20,532.10,f,f
20,19.25,375.25,f,f
2,61.20,125.95,f,f
51,20.45,1042.65,f,f
46,35.05,1620.25,f,f
25,100.25,2387.75,f,t
13,44.00,659.35,f,f
25,102.80,2660.20,t,t
26,50.35,1285.80,f,f
43,100.00,4211.55,f,t
19,20.00,377.55,f,f
10,99.85,990.90,f,t
2,94.20,193.80,f,t
72,86.40,6058.95,f,f
18,58.40,964.90,t,f
9,83.85,790.15,t,t
27,88.30,2467.75,t,t
24,94.10,2322.85,f,f
69,104.05,7262.00,f,t
46,108.90,4854.30,f,f
72,107.40,7748.75,t,f
22,94.70,1914.90,f,t
70,90.85,6470.10,t,f
2,19.90,57.40,f,f
31,66.40,2019.80,f,f
56,100.65,5688.05,t,t
16,100.70,1522.70,f,f
52,25.60,1334.50,f,f
13,19.85,252.00,f,f
35,20.75,700.45,f,f
59,95.80,5655.45,f,f
72,94.65,6747.35,f,f
66,80.55,5265.10,t,t
49,106.65,5174.35,f,f
2,45.85,105.60,f,f
21,104.35,2271.85,t,f
54,55.45,2966.95,t,f
24,78.85,1772.25,t,t
1,61.15,61.15,f,f
6,78.95,494.95,f,f
1,44.45,44.45,f,t
49,109.20,5290.45,f,f
56,61.30,3346.80,f,f
56,96.85,5219.65,t,f
6,40.55,217.50,f,f
32,19.80,607.70,f,f
50,108.25,5431.40,f,f
58,105.05,6004.85,f,f
65,90.45,5957.90,f,f
64,86.40,5442.05,f,f
66,66.90,4370.25,f,f
38,110.70,4428.60,f,f
20,20.00,416.45,f,f
36,84.90,3067.20,f,t
64,102.10,6688.10,t,f
1,20.25,20.25,f,t
60,70.15,4224.70,f,f
1,74.35,74.35,f,t
50,80.05,4042.20,f,f
1,62.05,62.05,f,t
72,49.20,3580.95,f,f
60,20.50,1198.80,f,f
46,38.25,1755.35,f,f
69,54.95,3772.50,f,f
31,96.60,2877.95,t,f
19,19.90,357.70,f,f
71,19.90,1397.30,f,f
12,84.60,959.90,f,f
39,80.00,3182.95,f,t
44,85.25,3704.15,f,f
56,81.25,4620.40,f,f
72,115.50,8312.75,f,f
5,104.10,541.90,f,t
11,79.00,929.30,f,f
24,39.10,971.30,t,t
15,94.65,1285.05,t,f
72,20.80,1521.20,f,f
56,59.50,3389.25,f,f
64,20.05,1198.05,t,f
34,100.45,3414.65,f,f
2,76.50,162.45,f,t
35,20.60,754.00,f,f
22,20.30,467.15,f,f
5,49.20,216.90,f,t
9,39.55,373.00,f,f
11,23.15,245.20,f,t
23,20.45,481.10,f,f
4,80.85,302.75,f,t
68,25.25,1728.20,f,f
33,91.25,2964.05,f,f
31,72.45,2156.25,f,f
1,60.10,60.10,f,t
56,19.70,1051.90,f,f
1,78.95,78.95,f,t
66,75.10,5013.00,f,f
72,25.00,1738.90,f,f
34,69.15,2275.10,t,f
58,91.55,5511.65,f,f
2,45.15,98.50,f,t
37,35.80,1316.90,f,f
71,113.15,7993.30,f,f
1,19.85,19.85,f,f
71,19.80,1388.45,t,f
35,19.90,666.00,f,f
6,19.70,94.45,f,f
3,79.40,244.65,f,t
69,59.10,4134.70,f,f
44,53.95,2375.40,f,t
53,91.15,4862.50,f,f
24,99.30,2431.35,f,t
5,68.95,351.50,f,f
2,51.55,106.20,f,f
62,24.40,1413.00,f,f
19,96.80,1743.05,f,f
9,70.05,657.50,f,f
53,19.50,1050.50,f,f
5,78.75,426.35,f,f
71,69.20,4982.50,t,f
1,19.55,19.55,f,f
